max_concurrent_requests,mean_tpot_ms,endpoint_type,p99_itl_ms,max_concurrency,mean_itl_ms,request_throughput,others,task_id,max_output_tokens_per_s,mean_ttft_ms,backend,request_rate,total_output_tokens,median_itl_ms,total_input_tokens,completed,median_tpot_ms,request_goodput,timestamp,tokenizer_id,median_ttft_ms,model_id,failed,p99_tpot_ms,label,duration,output_throughput,date,std_itl_ms,p99_ttft_ms,std_ttft_ms,total_token_throughput,burstiness,base_url,std_tpot_ms,num_prompts
15,23.399196157655858,openai,24.639826787170023,,23.399196523683237,0.62201706408961,doks-1.34.1-rocm-7.0.2-mi325x8-vllm-gpu0246,Qwen3-235B-A22B-Instruct-2507-FP8_vllm_20260217,645.0,168.58098345886293,openai,10000.0,15360,23.386878019664437,15360,15,23.393543392002407,,2026-02-19 01:19:52.425000,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,177.20755899790674,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,0,23.466337383704264,,24.115094048029277,636.9454736277606,2026-02-18,0.8578329104485424,180.46345252543688,32.58861919606788,1273.8909472555213,1.0,http://mi325-vllm-0151.default.svc.cluster.local:80,0.021092742529456275,15
16,23.25182837988281,openai,24.24886489578057,,23.251828752073287,0.6674974089664172,doks-1.34.1-rocm-7.0.2-mi325x8-vllm-gpu0246,Qwen3-235B-A22B-Instruct-2507-FP8_vllm_20260217,704.0,173.10536205695826,openai,10000.0,16384,23.216856527142227,16384,16,23.24651287097524,,2026-02-19 01:20:49.973000,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,181.75832548877224,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,0,23.320434444327564,,23.97013049799716,683.5173467816112,2026-02-18,0.8360790229639321,185.89338773163036,31.9224331891943,1367.0346935632224,1.0,http://mi325-vllm-0151.default.svc.cluster.local:80,0.021069083526316756,16
17,24.640543098672264,openai,25.78819408081472,,24.640543461450147,0.669578966270935,doks-1.34.1-rocm-7.0.2-mi325x8-vllm-gpu0246,Qwen3-235B-A22B-Instruct-2507-FP8_vllm_20260217,697.0,171.84323741136777,openai,10000.0,17408,24.622074968647212,17408,17,24.635261541538814,,2026-02-19 01:21:47.791000,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,180.36417401162907,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,0,24.711921859563546,,25.38908904901473,685.6488614614375,2026-02-18,0.8571566733587404,184.33387683238834,31.869928126799778,1371.297722922875,1.0,http://mi325-vllm-0151.default.svc.cluster.local:80,0.02147885852241592,17
18,24.6606245927599,openai,25.833745644195005,,24.66062491408427,0.7087425238636543,doks-1.34.1-rocm-7.0.2-mi325x8-vllm-gpu0246,Qwen3-235B-A22B-Instruct-2507-FP8_vllm_20260217,738.0,143.68191927011745,openai,10000.0,18432,24.600740987807512,18432,18,24.67996253715537,,2026-02-19 01:22:47.776000,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,123.50044751656242,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,0,24.702332634621623,,25.397093294013757,725.752344436382,2026-02-18,2.030902628117971,213.44703334500082,46.19186654409813,1451.504688872764,1.0,http://mi325-vllm-0151.default.svc.cluster.local:80,0.035398953472734175,18
19,24.53887794644,openai,25.780208457726985,,24.538878247624293,0.7511811258010173,doks-1.34.1-rocm-7.0.2-mi325x8-vllm-gpu0246,Qwen3-235B-A22B-Instruct-2507-FP8_vllm_20260217,779.0,168.31259110231736,openai,10000.0,19456,24.48532299604267,19456,19,24.502944523962043,,2026-02-19 01:23:46.645000,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,210.03595797810704,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,0,24.602895130317762,,25.293500258994754,769.2094728202417,2026-02-18,1.7803115227617246,220.80587675445713,56.1619225392861,1538.4189456404833,1.0,http://mi325-vllm-0151.default.svc.cluster.local:80,0.043017511127389815,19
20,24.562406907182872,openai,25.72030732582789,,24.56240719897508,0.7902144929022401,doks-1.34.1-rocm-7.0.2-mi325x8-vllm-gpu0246,Qwen3-235B-A22B-Instruct-2507-FP8_vllm_20260217,820.0,156.88410990987904,openai,10000.0,20480,24.50801752274856,20480,20,24.595943455524488,,2026-02-19 01:24:45.543000,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,121.858409489505,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,0,24.616043900906853,,25.309583891008515,809.1796407318939,2026-02-18,1.8762773193458842,217.6906857546419,51.20445429915514,1618.3592814637877,1.0,http://mi325-vllm-0151.default.svc.cluster.local:80,0.04039005653998514,20
21,24.624172915506083,openai,25.94473693985492,,24.62417316547145,0.8265542362935898,doks-1.34.1-rocm-7.0.2-mi325x8-vllm-gpu0246,Qwen3-235B-A22B-Instruct-2507-FP8_vllm_20260217,861.0,202.69378928268063,openai,10000.0,21504,24.62136297253892,21504,21,24.614997966752597,,2026-02-19 01:25:43.886000,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,217.30571100488305,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,0,24.7137069546359,,25.406681229011156,846.391537964636,2026-02-18,1.0923672806222393,223.01217602798715,43.595534918968625,1692.783075929272,1.0,http://mi325-vllm-0151.default.svc.cluster.local:80,0.02857012519262478,21
22,24.426755459960162,openai,25.610994463204406,,24.42675586593959,0.87366290443446,doks-1.34.1-rocm-7.0.2-mi325x8-vllm-gpu0246,Qwen3-235B-A22B-Instruct-2507-FP8_vllm_20260217,920.0,168.29087254485452,openai,10000.0,22528,24.37135053332895,22528,22,24.425531509768206,,2026-02-19 01:26:42.866000,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,169.61862801690586,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,0,24.485595222901782,,25.181336976005696,894.6308141408871,2026-02-18,1.8949752110829463,226.81043989025056,53.76715248687096,1789.2616282817742,1.0,http://mi325-vllm-0151.default.svc.cluster.local:80,0.042596159533493605,22
23,24.286843870506285,openai,25.59061465319246,,24.28684415886787,0.9177877688409691,doks-1.34.1-rocm-7.0.2-mi325x8-vllm-gpu0246,Qwen3-235B-A22B-Instruct-2507-FP8_vllm_20260217,966.0,197.95993916720718,openai,10000.0,23552,24.264004023279995,23552,23,24.27032078492964,,2026-02-19 01:27:41.695000,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,217.86381903802976,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,0,24.37351914753255,,25.060259877995122,939.8146752931524,2026-02-18,1.3988582698232264,227.86204685340635,50.6745834044777,1879.6293505863048,1.0,http://mi325-vllm-0151.default.svc.cluster.local:80,0.03682844054515544,23
24,24.141272183077387,openai,25.282764644362036,,24.14127253897343,0.9638180945221922,doks-1.34.1-rocm-7.0.2-mi325x8-vllm-gpu0246,Qwen3-235B-A22B-Instruct-2507-FP8_vllm_20260217,1008.0,186.27287516331612,openai,10000.0,24576,24.09232352511026,24576,24,24.11350814807925,,2026-02-19 01:28:40.603000,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,219.20480151311494,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,0,24.219677119693586,,24.90096433798317,986.9497287907249,2026-02-18,1.7026790198567812,228.10724246955942,57.09167847463004,1973.8994575814497,1.0,http://mi325-vllm-0151.default.svc.cluster.local:80,0.04381010245619715,24
25,25.20067687394673,openai,26.385873617837206,,25.200677119691164,0.9623652420657018,doks-1.34.1-rocm-7.0.2-mi325x8-vllm-gpu0246,Qwen3-235B-A22B-Instruct-2507-FP8_vllm_20260217,1000.0,175.4197279177606,openai,10000.0,25600,25.16740799183026,25600,25,25.160831409560668,,2026-02-19 01:29:40.807000,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,222.07136795623228,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,0,25.268466727514973,,25.977663060999475,985.4620078752787,2026-02-18,1.9242093597366619,230.231902373489,57.746593469827666,1970.9240157505574,1.0,http://mi325-vllm-0151.default.svc.cluster.local:80,0.04573884904141955,25
26,25.27099277931212,openai,26.528705841628835,,25.27099315184728,0.9970087546623887,doks-1.34.1-rocm-7.0.2-mi325x8-vllm-gpu0246,Qwen3-235B-A22B-Instruct-2507-FP8_vllm_20260217,1040.0,204.8668616469233,openai,10000.0,26624,25.244759977795184,26624,26,25.25079595260181,,2026-02-19 01:30:41.247000,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,224.96667498489842,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,0,25.362203013443093,,26.078005713003222,1020.936964774286,2026-02-18,1.5428064420069016,242.8256724961102,54.34246728309665,2041.873929548572,1.0,http://mi325-vllm-0151.default.svc.cluster.local:80,0.04170434082046906,26
27,25.953364585496487,openai,27.33558277832344,,25.95336491556538,1.0087691096787565,doks-1.34.1-rocm-7.0.2-mi325x8-vllm-gpu0246,Qwen3-235B-A22B-Instruct-2507-FP8_vllm_20260217,1072.0,189.36128547432384,openai,10000.0,27648,25.928606977686286,27648,27,25.98518579962726,,2026-02-19 01:31:41.940000,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,155.25131596950814,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,0,26.02806232918672,,26.765292216965463,1032.9795683110467,2026-02-18,2.1441619375382173,255.97541786963117,56.7049727454028,2065.9591366220934,1.0,http://mi325-vllm-0151.default.svc.cluster.local:80,0.045254304936325214,27
28,25.10870540249285,openai,26.721456093946472,,25.10870575565468,1.0782701028218167,doks-1.34.1-rocm-7.0.2-mi325x8-vllm-gpu0246,Qwen3-235B-A22B-Instruct-2507-FP8_vllm_20260217,1120.0,263.74443489476107,openai,10000.0,28672,25.068079004995525,28672,28,25.10594726691044,,2026-02-19 01:32:41.843000,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,269.24222902744077,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,0,25.168395626443694,,25.967519572994206,1104.1485852895403,2026-02-18,0.9580888524810258,280.64136540691834,38.08212909633671,2208.2971705790806,1.0,http://mi325-vllm-0151.default.svc.cluster.local:80,0.015923414114831443,28
29,24.993950893342003,openai,26.242777075385675,,24.993951201161583,1.1232201090935672,doks-1.34.1-rocm-7.0.2-mi325x8-vllm-gpu0246,Qwen3-235B-A22B-Instruct-2507-FP8_vllm_20260217,1189.0,223.3649175834906,openai,10000.0,29696,24.95357603766024,29696,29,24.968136934507076,,2026-02-19 01:33:41.101000,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,256.35068002156913,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,0,25.085017952291004,,25.818626078020316,1150.1773917118128,2026-02-18,1.7552073952290979,270.7701518991962,68.0237667586909,2300.3547834236256,1.0,http://mi325-vllm-0151.default.svc.cluster.local:80,0.04626737992673161,29
30,24.83840683017593,openai,26.13599295669701,,24.83840704014456,1.1691365233462585,doks-1.34.1-rocm-7.0.2-mi325x8-vllm-gpu0246,Qwen3-235B-A22B-Instruct-2507-FP8_vllm_20260217,1230.0,223.90402317008315,openai,10000.0,30720,24.81500749127008,30720,30,24.812848681331598,,2026-02-19 01:34:40.224000,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,257.96855697990395,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,0,24.93202348549478,,25.65996305900626,1197.1957999065687,2026-02-18,1.7587132522306421,270.8846816624282,67.69965709552413,2394.3915998131374,1.0,http://mi325-vllm-0151.default.svc.cluster.local:80,0.04675107675913733,30
31,24.591591451836358,openai,25.970844298135493,,24.59159176769547,1.22103158673679,doks-1.34.1-rocm-7.0.2-mi325x8-vllm-gpu0246,Qwen3-235B-A22B-Instruct-2507-FP8_vllm_20260217,1271.0,196.63882009579888,openai,10000.0,31744,24.54306196887046,31744,31,24.55099642133151,,2026-02-19 01:35:39.763000,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,257.83858296927065,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,0,24.663610764237927,,25.388368603016715,1250.336344818473,2026-02-18,2.0937990912361992,261.8632181955036,70.40306133818603,2500.672689636946,1.0,http://mi325-vllm-0151.default.svc.cluster.local:80,0.046430089238586374,31
32,24.55049764573329,openai,26.032034590025436,,24.550497909883266,1.2622875292800677,doks-1.34.1-rocm-7.0.2-mi325x8-vllm-gpu0246,Qwen3-235B-A22B-Instruct-2507-FP8_vllm_20260217,1312.0,210.85089425105252,openai,10000.0,32768,24.47635351563804,32768,32,24.509805109460437,,2026-02-19 01:36:39.492000,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,259.9983564869035,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,0,24.62609544254494,,25.350801032036543,1292.5824299827893,2026-02-18,2.1068590794616453,263.8376781559782,62.9309429918796,2585.1648599655787,1.0,http://mi325-vllm-0151.default.svc.cluster.local:80,0.04998593916393461,32
33,26.32677933904734,openai,27.788727623410523,,26.3267796175558,1.2136064759686083,doks-1.34.1-rocm-7.0.2-mi325x8-vllm-gpu0246,Qwen3-235B-A22B-Instruct-2507-FP8_vllm_20260217,1287.0,234.74022373204318,openai,10000.0,33792,26.276036980561912,33792,33,26.305904847506948,,2026-02-19 01:37:40.094000,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,261.5134970401414,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,0,26.429303172479162,,27.191680873045698,1242.7330313918549,2026-02-18,1.6820372154981689,274.3221038370393,64.78918440230132,2485.4660627837097,1.0,http://mi325-vllm-0151.default.svc.cluster.local:80,0.04447177442141948,33
34,26.510513868810136,openai,28.036416588001885,,26.510514105998574,1.242429281611867,doks-1.34.1-rocm-7.0.2-mi325x8-vllm-gpu0246,Qwen3-235B-A22B-Instruct-2507-FP8_vllm_20260217,1310.0,218.06315997245667,openai,10000.0,34816,26.458924519829452,34816,34,26.469469737518263,,2026-02-19 01:38:41.133000,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,268.4985295054503,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,0,26.596596189253948,,27.365742664958816,1272.2475843705517,2026-02-18,2.097382091197225,274.61910275684204,69.31795143375436,2544.4951687411035,1.0,http://mi325-vllm-0151.default.svc.cluster.local:80,0.0532469072386383,34
35,25.92041719234198,openai,27.434713165275753,,25.920417409351455,1.307417980560455,doks-1.34.1-rocm-7.0.2-mi325x8-vllm-gpu0246,Qwen3-235B-A22B-Instruct-2507-FP8_vllm_20260217,1365.0,224.80588720313142,openai,10000.0,35840,25.88824596023187,35840,35,25.888964628542656,,2026-02-19 01:39:41.825000,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,267.998605966568,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,0,26.012268664510167,,26.77032174897613,1338.796012093906,2026-02-18,2.0599223111201876,278.280877728248,72.32764767032039,2677.592024187812,1.0,http://mi325-vllm-0151.default.svc.cluster.local:80,0.05024921347025646,35
36,26.692900316145597,openai,28.102122429409064,,26.6929006909155,1.3053262489369608,doks-1.34.1-rocm-7.0.2-mi325x8-vllm-gpu0246,Qwen3-235B-A22B-Instruct-2507-FP8_vllm_20260217,1368.0,241.92665242137284,openai,10000.0,36864,26.687051489716396,36864,36,26.65909058747828,,2026-02-19 01:40:43.078000,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,288.2807140122168,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,0,26.777953936200394,,27.57931209099479,1336.6540789114479,2026-02-18,2.0709102178421435,297.2417110664537,74.74494261134416,2673.3081578228957,1.0,http://mi325-vllm-0151.default.svc.cluster.local:80,0.05123122571184445,36
37,25.800139593196167,openai,27.45181947830133,,25.80013980137725,1.3784987235763804,doks-1.34.1-rocm-7.0.2-mi325x8-vllm-gpu0246,Qwen3-235B-A22B-Instruct-2507-FP8_vllm_20260217,1443.0,429.4982011354453,openai,10000.0,37888,25.781125004868954,37888,37,25.784272385100202,,2026-02-19 01:41:42.775000,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,447.20696000149474,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,0,26.08323414933131,,26.84079380502226,1411.5826929422135,2026-02-18,2.355153669700022,459.39542177831754,85.22445496818692,2823.165385884427,1.0,http://mi325-vllm-0151.default.svc.cluster.local:80,0.06757095055039723,37
38,25.861612186267436,openai,27.382543594576415,,25.86161248376527,1.4215462700351955,doks-1.34.1-rocm-7.0.2-mi325x8-vllm-gpu0246,Qwen3-235B-A22B-Instruct-2507-FP8_vllm_20260217,1482.0,246.05811302746204,openai,10000.0,38912,25.83941852208227,38912,38,25.82912565739156,,2026-02-19 01:42:43.727000,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,290.920183993876,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,0,25.952124272575915,,26.731454895983916,1455.6633805160402,2026-02-18,2.0433611109540326,296.5080661565298,73.9595403866322,2911.3267610320804,1.0,http://mi325-vllm-0151.default.svc.cluster.local:80,0.051311909546349614,38
39,25.39800645341838,openai,26.820232493337244,,25.398006693384744,1.485154040067361,doks-1.34.1-rocm-7.0.2-mi325x8-vllm-gpu0246,Qwen3-235B-A22B-Instruct-2507-FP8_vllm_20260217,1560.0,247.0080750212312,openai,10000.0,39936,25.357049016747624,39936,39,25.363705992217984,,2026-02-19 01:43:44.859000,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,295.00450496561825,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,0,25.490241680898087,,26.259902304969728,1520.7977370289777,2026-02-18,2.097340711629184,300.25368449511006,75.35811212195634,3041.5954740579555,1.0,http://mi325-vllm-0151.default.svc.cluster.local:80,0.05235108155972159,39
40,25.87997482773407,openai,27.526221948792227,,25.879975090559014,1.4953460360106272,doks-1.34.1-rocm-7.0.2-mi325x8-vllm-gpu0246,Qwen3-235B-A22B-Instruct-2507-FP8_vllm_20260217,1560.0,242.8249631266226,openai,10000.0,40960,25.82503150915727,40960,40,25.84115258113159,,2026-02-19 01:44:45.485000,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,297.5546885281801,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,0,25.966923054077146,,26.749661306967027,1531.2343408748823,2026-02-18,2.2093471571581644,301.602663716767,77.51013801909494,3062.4686817497645,1.0,http://mi325-vllm-0151.default.svc.cluster.local:80,0.05336952843025047,40
